tab 	measurements
analysts	citations	description	dir_csd	dir_dec	dir_inc	experiment	instrument_codes	magn_moment	meas_n_orient	meas_temp	measurement	method_codes	quality	sequence	software_packages	specimen	standard	timestamp	treat_ac_field	treat_dc_field	treat_dc_field_phi	treat_dc_field_theta	treat_step_num	treat_temp
brendan	this study:10.1029/2018GC007946		0.4	321.8	0.0	Cr405g-czb_LP-PI-TRM_LP-PI-ZI		2.382e-07	3.0	273.0	Cr405g-czb_LP-PI-TRM_LP-PI-ZI-11	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ZI	g	11	pmagpy-4.2.100	cr405g-czb	u	2022-04-20T11:52:00Z	0	0.0	0.0	0.0	10	743.0
brendan	this study:10.1029/2018GC007946		0.5	320.4	-0.3	Cr405g-czb_LP-PI-TRM_LP-PI-ZI		2.321e-07	3.0	273.0	Cr405g-czb_LP-PI-TRM_LP-PI-ZI-12	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ZI	g	12	pmagpy-4.2.100	cr405g-czb	u	2022-04-20T13:49:00Z	0	0.0	0.0	0.0	11	753.0
brendan	this study:10.1029/2018GC007946		0.6	321.0	-0.2	Cr405g-czb_LP-PI-TRM_LP-PI-ZI		2.286e-07	3.0	273.0	Cr405g-czb_LP-PI-TRM_LP-PI-ZI-13	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ZI	g	13	pmagpy-4.2.100	cr405g-czb	u	2022-04-20T15:57:00Z	0	0.0	0.0	0.0	12	758.0
brendan	this study:10.1029/2018GC007946		0.5	317.5	-0.1	Cr405g-czb_LP-PI-TRM_LP-PI-ZI		2.231e-07	3.0	273.0	Cr405g-czb_LP-PI-TRM_LP-PI-ZI-14	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ZI	g	14	pmagpy-4.2.100	cr405g-czb	u	2022-04-21T18:17:00Z	0	0.0	0.0	0.0	13	763.0
brendan	this study:10.1029/2018GC007946		0.6	319.7	-0.1	Cr405g-czb_LP-PI-TRM_LP-PI-ZI		2.178e-07	3.0	273.0	Cr405g-czb_LP-PI-TRM_LP-PI-ZI-15	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ZI	g	15	pmagpy-4.2.100	cr405g-czb	u	2022-04-26T12:23:00Z	0	0.0	0.0	0.0	14	768.0
brendan	this study:10.1029/2018GC007946		0.5	316.8	0.1	Cr405g-czb_LP-PI-TRM_LP-PI-ZI		2.125e-07	3.0	273.0	Cr405g-czb_LP-PI-TRM_LP-PI-ZI-16	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ZI	g	16	pmagpy-4.2.100	cr405g-czb	u	2022-04-26T14:59:00Z	0	0.0	0.0	0.0	15	773.0
brendan	this study:10.1029/2018GC007946		0.4	316.7	0.0	Cr405g-czb_LP-PI-TRM_LP-PI-ZI		2.034e-07	3.0	273.0	Cr405g-czb_LP-PI-TRM_LP-PI-ZI-17	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ZI	g	17	pmagpy-4.2.100	cr405g-czb	u	2022-04-26T17:22:00Z	0	0.0	0.0	0.0	16	778.0
brendan	this study:10.1029/2018GC007946		0.6	314.8	-0.4	Cr405g-czb_LP-PI-TRM_LP-PI-ZI		1.93e-07	3.0	273.0	Cr405g-czb_LP-PI-TRM_LP-PI-ZI-18	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ZI	g	18	pmagpy-4.2.100	cr405g-czb	u	2022-04-26T19:53:00Z	0	0.0	0.0	0.0	17	783.0
brendan	this study:10.1029/2018GC007946		1.0	314.9	-0.2	Cr405g-czb_LP-PI-TRM_LP-PI-ZI		1.801e-07	3.0	273.0	Cr405g-czb_LP-PI-TRM_LP-PI-ZI-19	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ZI	g	19	pmagpy-4.2.100	cr405g-czb	u	2022-04-27T12:13:00Z	0	0.0	0.0	0.0	18	788.0
brendan	this study:10.1029/2018GC007946		1.0	315.2	-0.4	Cr405g-czb_LP-PI-TRM_LP-PI-ZI		1.66e-07	3.0	273.0	Cr405g-czb_LP-PI-TRM_LP-PI-ZI-20	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ZI	g	20	pmagpy-4.2.100	cr405g-czb	u	2022-04-27T14:58:00Z	0	0.0	0.0	0.0	19	793.0
brendan	this study:10.1029/2018GC007946		0.9	314.6	-0.4	Cr405g-czb_LP-PI-TRM_LP-PI-ZI		1.457e-07	3.0	273.0	Cr405g-czb_LP-PI-TRM_LP-PI-ZI-21	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ZI	g	21	pmagpy-4.2.100	cr405g-czb	u	2022-04-27T19:26:00Z	0	0.0	0.0	0.0	20	803.0
brendan	this study:10.1029/2018GC007946		0.7	314.7	-0.7	Cr405g-czb_LP-PI-TRM_LP-PI-ZI		1.222e-07	3.0	273.0	Cr405g-czb_LP-PI-TRM_LP-PI-ZI-22	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ZI	g	22	pmagpy-4.2.100	cr405g-czb	u	2022-04-29T17:56:00Z	0	0.0	0.0	0.0	21	813.0
brendan	this study:10.1029/2018GC007946		0.5	313.7	-0.3	Cr405g-czb_LP-PI-TRM_LP-PI-ZI		9.944e-08	3.0	273.0	Cr405g-czb_LP-PI-TRM_LP-PI-ZI-23	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ZI	g	23	pmagpy-4.2.100	cr405g-czb	u	2022-04-29T20:45:00Z	0	0.0	0.0	0.0	22	823.0
brendan	this study:10.1029/2018GC007946		0.9	314.5	-1.3	Cr405g-czb_LP-PI-TRM_LP-PI-ZI		7.32e-08	3.0	273.0	Cr405g-czb_LP-PI-TRM_LP-PI-ZI-24	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ZI	g	24	pmagpy-4.2.100	cr405g-czb	u	2022-05-03T13:05:00Z	0	0.0	0.0	0.0	23	833.0
brendan	this study:10.1029/2018GC007946		0.5	315.9	-1.7	Cr405g-czb_LP-PI-TRM_LP-PI-ZI		4.924e-08	3.0	273.0	Cr405g-czb_LP-PI-TRM_LP-PI-ZI-25	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ZI	g	25	pmagpy-4.2.100	cr405g-czb	u	2022-05-03T15:17:00Z	0	0.0	0.0	0.0	24	843.0
brendan	this study:10.1029/2018GC007946		0.8	317.7	-4.1	Cr405g-czb_LP-PI-TRM_LP-PI-ZI		2.975e-08	3.0	273.0	Cr405g-czb_LP-PI-TRM_LP-PI-ZI-26	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ZI	g	26	pmagpy-4.2.100	cr405g-czb	u	2022-05-03T17:42:00Z	0	0.0	0.0	0.0	25	853.0
brendan	this study:10.1029/2018GC007946		0.9	319.8	-11.3	Cr405g-czb_LP-PI-TRM_LP-PI-ZI		1.506e-08	3.0	273.0	Cr405g-czb_LP-PI-TRM_LP-PI-ZI-27	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ZI	g	27	pmagpy-4.2.100	cr405g-czb	u	2022-05-03T20:01:00Z	0	0.0	0.0	0.0	26	863.0
brendan	this study:10.1029/2018GC007946		0.7	336.2	-27.1	Cr405g-czb_LP-PI-TRM_LP-PI-ZI		6.634e-09	3.0	273.0	Cr405g-czb_LP-PI-TRM_LP-PI-ZI-28	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ZI	g	28	pmagpy-4.2.100	cr405g-czb	u	2022-05-04T11:30:00Z	0	0.0	0.0	0.0	27	873.0
brendan	this study:10.1029/2018GC007946		1.7	271.2	0.9	Cr418f-czb_LP-PI-TRM_LP-PI-ZI		1.924e-07	3.0	273.0	Cr418f-czb_LP-PI-TRM_LP-PI-ZI-29	LT-T-I:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ZI	g	29	pmagpy-4.2.100	cr418f-czb	u	2022-04-07T19:04:00Z	0	3e-05	0.0	-90.0	0	873.0
brendan	this study:10.1029/2018GC007946		0.5	305.9	-1.0	Cr418f-czb_LP-PI-TRM_LP-PI-ZI		1.397e-07	3.0	273.0	Cr418f-czb_LP-PI-TRM_LP-PI-ZI-30	LT-NO:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ZI	g	30	pmagpy-4.2.100	cr418f-czb	u	2022-04-13T09:43:00Z	0	0.0	0.0	0.0	1	273.0
brendan	this study:10.1029/2018GC007946		0.4	304.3	-0.9	Cr418f-czb_LP-PI-TRM_LP-PI-ZI		1.374e-07	3.0	273.0	Cr418f-czb_LP-PI-TRM_LP-PI-ZI-31	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ZI	g	31	pmagpy-4.2.100	cr418f-czb	u	2022-04-13T11:58:00Z	0	0.0	0.0	0.0	2	373.0
brendan	this study:10.1029/2018GC007946		0.6	302.7	-0.9	Cr418f-czb_LP-PI-TRM_LP-PI-ZI		1.369e-07	3.0	273.0	Cr418f-czb_LP-PI-TRM_LP-PI-ZI-32	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ZI	g	32	pmagpy-4.2.100	cr418f-czb	u	2022-04-13T17:17:00Z	0	0.0	0.0	0.0	3	473.0
brendan	this study:10.1029/2018GC007946		0.4	300.6	-1.0	Cr418f-czb_LP-PI-TRM_LP-PI-ZI		1.327e-07	3.0	273.0	Cr418f-czb_LP-PI-TRM_LP-PI-ZI-33	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ZI	g	33	pmagpy-4.2.100	cr418f-czb	u	2022-04-15T14:48:00Z	0	0.0	0.0	0.0	4	573.0
brendan	this study:10.1029/2018GC007946		0.8	299.0	-0.9	Cr418f-czb_LP-PI-TRM_LP-PI-ZI		1.309e-07	3.0	273.0	Cr418f-czb_LP-PI-TRM_LP-PI-ZI-34	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ZI	g	34	pmagpy-4.2.100	cr418f-czb	u	2022-04-15T17:18:00Z	0	0.0	0.0	0.0	5	623.0
brendan	this study:10.1029/2018GC007946		0.5	296.5	-0.7	Cr418f-czb_LP-PI-TRM_LP-PI-ZI		1.255e-07	3.0	273.0	Cr418f-czb_LP-PI-TRM_LP-PI-ZI-35	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ZI	g	35	pmagpy-4.2.100	cr418f-czb	u	2022-04-19T12:40:00Z	0	0.0	0.0	0.0	6	673.0
brendan	this study:10.1029/2018GC007946		0.5	294.2	-0.8	Cr418f-czb_LP-PI-TRM_LP-PI-ZI		1.227e-07	3.0	273.0	Cr418f-czb_LP-PI-TRM_LP-PI-ZI-36	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ZI	g	36	pmagpy-4.2.100	cr418f-czb	u	2022-04-19T15:12:00Z	0	0.0	0.0	0.0	7	698.0
brendan	this study:10.1029/2018GC007946		0.6	293.1	-0.8	Cr418f-czb_LP-PI-TRM_LP-PI-ZI		1.19e-07	3.0	273.0	Cr418f-czb_LP-PI-TRM_LP-PI-ZI-37	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ZI	g	37	pmagpy-4.2.100	cr418f-czb	u	2022-04-19T17:24:00Z	0	0.0	0.0	0.0	8	723.0
brendan	this study:10.1029/2018GC007946		0.4	291.2	-0.7	Cr418f-czb_LP-PI-TRM_LP-PI-ZI		1.176e-07	3.0	273.0	Cr418f-czb_LP-PI-TRM_LP-PI-ZI-38	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ZI	g	38	pmagpy-4.2.100	cr418f-czb	u	2022-04-19T19:24:00Z	0	0.0	0.0	0.0	9	733.0
brendan	this study:10.1029/2018GC007946		0.4	290.2	-0.3	Cr418f-czb_LP-PI-TRM_LP-PI-ZI		1.152e-07	3.0	273.0	Cr418f-czb_LP-PI-TRM_LP-PI-ZI-39	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ZI	g	39	pmagpy-4.2.100	cr418f-czb	u	2022-04-20T11:53:00Z	0	0.0	0.0	0.0	10	743.0
brendan	this study:10.1029/2018GC007946		0.5	288.3	-0.2	Cr418f-czb_LP-PI-TRM_LP-PI-ZI		1.133e-07	3.0	273.0	Cr418f-czb_LP-PI-TRM_LP-PI-ZI-40	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ZI	g	40	pmagpy-4.2.100	cr418f-czb	u	2022-04-20T13:50:00Z	0	0.0	0.0	0.0	11	753.0
brendan	this study:10.1029/2018GC007946		0.3	287.3	-0.6	Cr418f-czb_LP-PI-TRM_LP-PI-ZI		1.12e-07	3.0	273.0	Cr418f-czb_LP-PI-TRM_LP-PI-ZI-41	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ZI	g	41	pmagpy-4.2.100	cr418f-czb	u	2022-04-20T15:58:00Z	0	0.0	0.0	0.0	12	758.0
brendan	this study:10.1029/2018GC007946		0.3	284.1	-0.2	Cr418f-czb_LP-PI-TRM_LP-PI-ZI		1.101e-07	3.0	273.0	Cr418f-czb_LP-PI-TRM_LP-PI-ZI-42	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ZI	g	42	pmagpy-4.2.100	cr418f-czb	u	2022-04-21T18:19:00Z	0	0.0	0.0	0.0	13	763.0
brendan	this study:10.1029/2018GC007946		0.5	282.4	0.0	Cr418f-czb_LP-PI-TRM_LP-PI-ZI		1.073e-07	3.0	273.0	Cr418f-czb_LP-PI-TRM_LP-PI-ZI-43	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ZI	g	43	pmagpy-4.2.100	cr418f-czb	u	2022-04-26T12:24:00Z	0	0.0	0.0	0.0	14	768.0
brendan	this study:10.1029/2018GC007946		0.4	280.4	-0.3	Cr418f-czb_LP-PI-TRM_LP-PI-ZI		1.053e-07	3.0	273.0	Cr418f-czb_LP-PI-TRM_LP-PI-ZI-44	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ZI	g	44	pmagpy-4.2.100	cr418f-czb	u	2022-04-26T14:59:00Z	0	0.0	0.0	0.0	15	773.0
brendan	this study:10.1029/2018GC007946		0.6	276.0	-0.2	Cr418f-czb_LP-PI-TRM_LP-PI-ZI		1.005e-07	3.0	273.0	Cr418f-czb_LP-PI-TRM_LP-PI-ZI-45	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ZI	g	45	pmagpy-4.2.100	cr418f-czb	u	2022-04-26T17:23:00Z	0	0.0	0.0	0.0	16	778.0
brendan	this study:10.1029/2018GC007946		0.4	274.8	-0.1	Cr418f-czb_LP-PI-TRM_LP-PI-ZI		8.936e-08	3.0	273.0	Cr418f-czb_LP-PI-TRM_LP-PI-ZI-46	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ZI	g	46	pmagpy-4.2.100	cr418f-czb	u	2022-04-26T19:53:00Z	0	0.0	0.0	0.0	17	783.0
brendan	this study:10.1029/2018GC007946		0.4	272.1	-0.8	Cr418f-czb_LP-PI-TRM_LP-PI-ZI		7.393e-08	3.0	273.0	Cr418f-czb_LP-PI-TRM_LP-PI-ZI-47	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ZI	g	47	pmagpy-4.2.100	cr418f-czb	u	2022-04-27T12:14:00Z	0	0.0	0.0	0.0	18	788.0
brendan	this study:10.1029/2018GC007946		0.8	272.5	-1.1	Cr418f-czb_LP-PI-TRM_LP-PI-ZI		5.783e-08	3.0	273.0	Cr418f-czb_LP-PI-TRM_LP-PI-ZI-48	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ZI	g	48	pmagpy-4.2.100	cr418f-czb	u	2022-04-27T15:00:00Z	0	0.0	0.0	0.0	19	793.0
brendan	this study:10.1029/2018GC007946		0.6	272.8	-5.1	Cr418f-czb_LP-PI-TRM_LP-PI-ZI		2.86e-08	3.0	273.0	Cr418f-czb_LP-PI-TRM_LP-PI-ZI-49	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ZI	g	49	pmagpy-4.2.100	cr418f-czb	u	2022-04-27T19:26:00Z	0	0.0	0.0	0.0	20	803.0
brendan	this study:10.1029/2018GC007946		0.3	272.5	-9.8	Cr418f-czb_LP-PI-TRM_LP-PI-ZI		1.758e-08	3.0	273.0	Cr418f-czb_LP-PI-TRM_LP-PI-ZI-50	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ZI	g	50	pmagpy-4.2.100	cr418f-czb	u	2022-04-29T17:57:00Z	0	0.0	0.0	0.0	21	813.0
brendan	this study:10.1029/2018GC007946		0.4	270.2	-14.1	Cr418f-czb_LP-PI-TRM_LP-PI-ZI		1.144e-08	3.0	273.0	Cr418f-czb_LP-PI-TRM_LP-PI-ZI-51	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ZI	g	51	pmagpy-4.2.100	cr418f-czb	u	2022-04-29T20:46:00Z	0	0.0	0.0	0.0	22	823.0
brendan	this study:10.1029/2018GC007946		0.4	275.1	-20.3	Cr418f-czb_LP-PI-TRM_LP-PI-ZI		7.403e-09	3.0	273.0	Cr418f-czb_LP-PI-TRM_LP-PI-ZI-52	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ZI	g	52	pmagpy-4.2.100	cr418f-czb	u	2022-05-03T13:06:00Z	0	0.0	0.0	0.0	23	833.0
brendan	this study:10.1029/2018GC007946		0.4	287.1	-41.7	Cr418f-czb_LP-PI-TRM_LP-PI-ZI		3.2e-09	3.0	273.0	Cr418f-czb_LP-PI-TRM_LP-PI-ZI-53	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ZI	g	53	pmagpy-4.2.100	cr418f-czb	u	2022-05-03T15:18:00Z	0	0.0	0.0	0.0	24	843.0
brendan	this study:10.1029/2018GC007946		0.4	330.6	-79.9	Cr418f-czb_LP-PI-TRM_LP-PI-ZI		3.216e-09	3.0	273.0	Cr418f-czb_LP-PI-TRM_LP-PI-ZI-54	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ZI	g	54	pmagpy-4.2.100	cr418f-czb	u	2022-05-03T17:42:00Z	0	0.0	0.0	0.0	25	853.0
brendan	this study:10.1029/2018GC007946		0.2	357.0	-74.4	Cr418f-czb_LP-PI-TRM_LP-PI-ZI		3.237e-09	3.0	273.0	Cr418f-czb_LP-PI-TRM_LP-PI-ZI-55	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ZI	g	55	pmagpy-4.2.100	cr418f-czb	u	2022-05-03T20:01:00Z	0	0.0	0.0	0.0	26	863.0
brendan	this study:10.1029/2018GC007946		0.3	103.0	-70.8	Cr418f-czb_LP-PI-TRM_LP-PI-ZI		2.588e-09	3.0	273.0	Cr418f-czb_LP-PI-TRM_LP-PI-ZI-56	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ZI	g	56	pmagpy-4.2.100	cr418f-czb	u	2022-05-04T11:31:00Z	0	0.0	0.0	0.0	27	873.0
brendan	this study:10.1029/2018GC007946		0.5	222.4	-3.6	Cr423c-czb_LP-PI-TRM_LP-PI-ZI		4.732e-07	3.0	273.0	Cr423c-czb_LP-PI-TRM_LP-PI-ZI-57	LT-T-I:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ZI	g	57	pmagpy-4.2.100	cr423c-czb	u	2022-04-07T19:05:00Z	0	3e-05	0.0	-90.0	0	873.0
brendan	this study:10.1029/2018GC007946	average of multiple measurements	1.7	238.6	-5.0	Cr423c-czb_LP-PI-TRM_LP-PI-ZI		2.984e-07	2.0	273.0	Cr423c-czb_LP-PI-TRM_LP-PI-ZI-58	LT-NO:DE-VM:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ZI	g	58	pmagpy-4.2.100	cr423c-czb	u	2022-04-13T09:45:00Z	0	0.0	0.0	0.0	1	273.0
brendan	this study:10.1029/2018GC007946		1.1	237.3	-4.9	Cr423c-czb_LP-PI-TRM_LP-PI-ZI		3.017e-07	3.0	273.0	Cr423c-czb_LP-PI-TRM_LP-PI-ZI-59	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ZI	g	59	pmagpy-4.2.100	cr423c-czb	u	2022-04-13T11:59:00Z	0	0.0	0.0	0.0	2	373.0
brendan	this study:10.1029/2018GC007946		1.7	236.6	-4.8	Cr423c-czb_LP-PI-TRM_LP-PI-ZI		3.091e-07	3.0	273.0	Cr423c-czb_LP-PI-TRM_LP-PI-ZI-60	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ZI	g	60	pmagpy-4.2.100	cr423c-czb	u	2022-04-13T17:18:00Z	0	0.0	0.0	0.0	3	473.0
brendan	this study:10.1029/2018GC007946		0.6	232.8	-4.7	Cr423c-czb_LP-PI-TRM_LP-PI-ZI		3.086e-07	3.0	273.0	Cr423c-czb_LP-PI-TRM_LP-PI-ZI-61	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ZI	g	61	pmagpy-4.2.100	cr423c-czb	u	2022-04-15T14:49:00Z	0	0.0	0.0	0.0	4	573.0
brendan	this study:10.1029/2018GC007946		1.2	234.0	-4.6	Cr423c-czb_LP-PI-TRM_LP-PI-ZI		3.21e-07	3.0	273.0	Cr423c-czb_LP-PI-TRM_LP-PI-ZI-62	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ZI	g	62	pmagpy-4.2.100	cr423c-czb	u	2022-04-15T17:18:00Z	0	0.0	0.0	0.0	5	623.0
brendan	this study:10.1029/2018GC007946		0.7	231.1	-4.8	Cr423c-czb_LP-PI-TRM_LP-PI-ZI		3.168e-07	3.0	273.0	Cr423c-czb_LP-PI-TRM_LP-PI-ZI-63	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ZI	g	63	pmagpy-4.2.100	cr423c-czb	u	2022-04-19T12:41:00Z	0	0.0	0.0	0.0	6	673.0
brendan	this study:10.1029/2018GC007946		1.1	232.6	-4.6	Cr423c-czb_LP-PI-TRM_LP-PI-ZI		3.255e-07	3.0	273.0	Cr423c-czb_LP-PI-TRM_LP-PI-ZI-64	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ZI	g	64	pmagpy-4.2.100	cr423c-czb	u	2022-04-19T15:13:00Z	0	0.0	0.0	0.0	7	698.0
brendan	this study:10.1029/2018GC007946		0.5	229.7	-4.7	Cr423c-czb_LP-PI-TRM_LP-PI-ZI		3.212e-07	3.0	273.0	Cr423c-czb_LP-PI-TRM_LP-PI-ZI-65	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ZI	g	65	pmagpy-4.2.100	cr423c-czb	u	2022-04-19T17:24:00Z	0	0.0	0.0	0.0	8	723.0
